ID,ID_ORIGINAL,Gender,Foreign_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,Spy,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service,Household_Income
5565,467969,Female,Yes,43,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
5566,466461,Male,Yes,84,No,Low,1,0,9,Self-employed,No involvement,No,City,Never,7000
5567,462232,Male,Yes,56,No,High,8,0,1,Public company,No involvement,Yes,Country-side,Never,8261
5568,460376,Female,No,29,Yes,Low,4,1,1,Private company,Some involvement,Yes,City,Never,10783
5569,466498,Male,Yes,83,Yes,High,3,0,3,Self-employed,No involvement,No,City,Never,14566
5570,465494,Male,Yes,41,Yes,Average,2,1,3,Government,No involvement,No,City,Never,18349
5571,463963,Female,Yes,33,No,High,3,0,2,Private company,No involvement,No,City,Never,13305
5572,462450,Male,No,19,No,Low,,0,,Private company,Some involvement,No,City,Never,7000
5573,459550,Male,No,19,No,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,17088
5574,460792,Female,No,42,No,Low,,0,,Nothing,No involvement,No,City,Never,20871
5575,462476,Male,Yes,45,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,12044
5576,462900,Male,Yes,39,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,7000
5577,465922,Female,No,31,Yes,Low,3,0,2,Private company,Some involvement,No,City,Never,18349
5578,461460,Male,Yes,43,Yes,High,3,1,2,Public company,No involvement,No,City,Never,15827
5579,460251,Female,No,30,Yes,Low,1,0,3,Private company,Strong involvement,No,City,Never,18349
5580,460779,Female,No,28,No,Low,2,0,2,Private company,Strong involvement,Yes,City,Never,8261
5581,460002,Female,Yes,58,Yes,Average,3,0,2,Government,No involvement,Yes,City,Never,13305
5582,465768,Female,No,37,Yes,Low,4,0,1,Private company,Unknown,Yes,Country-side,Never,15827
5583,464736,Male,No,28,Yes,Low,5,0,1,Private company,No involvement,Yes,Country-side,Never,7000
5584,461408,Male,Yes,46,Yes,Low,3,0,2,Student,No involvement,No,City,Never,8261
5585,465652,Female,Yes,31,No,Low,2,0,2,Student,No involvement,Yes,City,Never,7000
5586,467903,Male,Yes,39,Yes,Low,2,0,2,Private company,Strong involvement,No,City,Never,18349
5587,462884,Female,Yes,55,No,Low,2,1,3,Private company,Unknown,Yes,City,Never,8261
5588,462055,Male,No,33,Yes,Low,7,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
5589,467160,Male,Yes,40,No,Average,2,0,2,,,Yes,City,Never,7000
5590,467410,Female,Yes,62,Yes,Low,2,1,4,Self-employed,No involvement,No,City,Never,7000
5591,463231,Male,Yes,50,Yes,Average,3,0,2,Private company,Unknown,No,City,Never,8261
5592,459498,Female,Yes,42,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,7000
5593,467220,Female,No,36,No,Low,,0,,,,Yes,Country-side,Never,7000
5594,466117,Male,Yes,62,Yes,Average,2,1,4,Private company,Unknown,Yes,City,Never,8261
5595,466563,Female,No,20,No,Low,4,0,1,Student,No involvement,No,City,Never,7000
5596,465249,Female,No,19,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
5597,460545,Male,Yes,83,No,High,3,0,3,Self-employed,No involvement,Yes,City,Never,7000
5598,459187,Female,Yes,52,No,Average,3,1,2,Government,No involvement,Yes,Country-side,Never,7000
5599,459304,Female,Yes,43,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,17088
5600,464316,Male,Yes,59,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
5601,467581,Female,Yes,33,Yes,Average,2,0,2,Private company,No involvement,No,City,Never,9522
5602,459162,Female,Yes,85,Yes,High,2,0,5,Self-employed,No involvement,No,City,Never,7000
5603,467251,Female,No,21,No,Low,6,1,1,Private company,No involvement,No,City,Never,8261
5604,462572,Female,Yes,30,No,Average,7,0,1,Private company,No involvement,Yes,Country-side,Never,8261
5605,465891,Female,Yes,28,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,17088
5606,460887,Male,Yes,47,Yes,Average,3,1,2,Private company,Strong involvement,Yes,City,Never,9522
5607,460084,Female,No,27,Yes,Low,2,0,2,Private company,Some involvement,No,City,Never,8261
5608,460319,Female,Yes,40,No,Average,2,0,2,Government,No involvement,Yes,City,Intervention in Iraq,9522
5609,466867,Female,No,27,No,Low,1,0,3,Nothing,No involvement,No,City,Never,24654
5610,466424,Female,Yes,42,Yes,High,3,0,2,Private company,No involvement,Yes,City,Never,8261
5611,461323,Female,Yes,41,Yes,Average,2,1,3,Private company,Some involvement,No,City,Never,14566
5612,467904,Female,No,25,Yes,Low,1,0,3,Private company,Unknown,No,City,Never,23393
5613,465650,Female,No,32,No,Low,4,0,1,Student,No involvement,No,City,Never,7000
5614,460933,Female,Yes,76,Yes,High,2,0,4,Self-employed,No involvement,No,City,Never,7000
5615,463968,Male,No,33,No,Low,4,0,1,Private company,Unknown,No,City,Never,7000
5616,467140,Male,Yes,61,Yes,Average,2,1,4,Private company,Strong involvement,No,City,Never,18349
5617,459831,Male,Yes,37,No,Average,3,0,2,Private company,No involvement,Yes,Country-side,Never,17088
5618,461484,Female,No,27,Yes,Low,5,1,1,Private company,Some involvement,No,City,Never,8261
5619,459126,Male,Yes,61,Yes,Low,2,1,4,Private company,Unknown,No,City,Never,9522
5620,465345,Female,No,40,Yes,Low,,1,,Private company,Unknown,No,City,Never,7000
5621,459439,Female,Yes,46,Yes,Average,2,0,3,Private company,Unknown,No,City,Never,8261
5622,464908,Male,Yes,73,Yes,Low,1,0,8,Private company,Strong involvement,Yes,Country-side,Never,13305
5623,465379,Male,No,30,No,Low,4,1,1,Private company,Some involvement,No,City,Never,7000
5624,466713,Female,Yes,69,Yes,High,4,1,2,Private company,Unknown,No,City,Never,8261
5625,467908,Female,Yes,42,Yes,High,4,1,2,Private company,No involvement,No,City,Never,7000
5626,464147,Male,Yes,41,Yes,High,3,1,2,Private company,Unknown,No,City,Never,7000
5627,462751,Male,No,31,No,Low,9,0,1,Private company,Some involvement,No,City,Never,10783
5628,461139,Female,No,32,Yes,Low,4,0,1,Private company,Unknown,Yes,City,Never,12044
5629,464405,Male,No,62,Yes,Low,1,0,7,Private company,Strong involvement,No,City,Never,7000
5630,464522,Female,No,42,Yes,Low,1,0,5,Private company,No involvement,No,City,Never,20871
5631,460996,Female,No,60,Yes,Low,1,0,6,Private company,No involvement,No,City,Never,8261
5632,463711,Female,Yes,68,Yes,Low,1,0,7,Self-employed,No involvement,No,City,Never,10783
5633,461858,Male,No,31,No,Low,7,0,1,Private company,Strong involvement,Yes,Country-side,Never,8261
5634,465131,Female,Yes,87,No,Low,1,1,9,Self-employed,No involvement,No,City,Never,7000
5635,461630,Male,Yes,51,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
5636,464552,Female,Yes,38,Yes,Average,3,1,2,Private company,Unknown,Yes,Country-side,Never,8261
5637,464100,Female,No,33,Yes,Low,1,0,4,Private company,Some involvement,No,City,Never,8261
5638,467961,Male,Yes,45,Yes,High,5,1,1,Public company,No involvement,Yes,Country-side,Never,8261
5639,466073,Female,Yes,62,No,High,2,0,4,Private company,No involvement,Yes,Country-side,Never,17088
5640,459310,Male,No,38,Yes,Low,2,0,2,Private company,Strong involvement,Yes,City,Never,8261
5641,460482,Female,Yes,30,No,Low,3,1,1,Nothing,No involvement,Yes,City,Never,18349
5642,465217,Male,Yes,53,Yes,High,5,0,2,Public company,No involvement,Yes,City,Never,8261
5643,465666,Female,No,35,Yes,Low,4,1,1,Private company,Strong involvement,No,City,Never,18349
5644,460987,Male,No,25,Yes,Low,2,0,2,Government,No involvement,No,City,Never,17088
5645,467440,Male,Yes,49,Yes,Low,1,0,5,Private company,Strong involvement,No,City,Never,7000
5646,460595,Male,Yes,21,No,Low,3,0,1,Government,No involvement,Yes,City,Never,8261
5647,459635,Female,No,22,No,Low,4,0,1,Private company,Some involvement,No,City,Never,17088
5648,463958,Female,No,25,No,Low,5,1,1,Private company,Some involvement,Yes,City,Never,7000
5649,463954,Male,Yes,22,No,Average,3,0,1,Private company,Strong involvement,Yes,Country-side,Never,8261
5650,467341,Male,No,35,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,10783
5651,462203,Male,Yes,72,No,High,7,0,2,Public company,No involvement,Yes,Country-side,Never,9522
5652,467190,Male,Yes,36,Yes,Low,2,1,2,Public company,No involvement,Yes,City,Never,7000
5653,465955,Male,No,25,Yes,Low,3,0,1,Student,No involvement,No,City,Never,17088
5654,464890,Female,No,33,No,Low,7,0,1,Private company,No involvement,Yes,Country-side,Never,7000
5655,461079,Female,No,26,No,Low,1,0,3,Private company,No involvement,Yes,City,Intervention in Iraq,12044
5656,460844,Male,Yes,51,Yes,Low,2,0,3,Private company,Some involvement,No,City,Never,7000
5657,463770,Male,No,25,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
5658,464550,Male,Yes,50,Yes,Low,4,1,2,Private company,Unknown,No,City,Never,7000
5659,467540,Male,Yes,52,Yes,Average,4,1,2,Private company,Some involvement,No,City,Never,7000
5660,466568,Female,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,7000
5661,459371,Male,Yes,35,Yes,Low,2,0,2,,,No,City,Never,7000
5662,463044,Male,Yes,80,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
5663,466143,Female,Yes,48,No,Average,5,1,1,Private company,No involvement,,,,7000
5664,460026,Male,No,26,No,Low,1,0,3,Private company,No involvement,No,City,Never,15827
5665,467862,Female,Yes,47,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,7000
5666,463920,Female,No,28,Yes,Low,1,0,3,Nothing,No involvement,No,City,Never,17088
5667,464574,Male,No,58,No,Low,2,0,3,Private company,Some involvement,No,City,Never,12044
5668,459794,Male,Yes,52,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,7000
5669,465762,Female,No,36,No,Low,,0,,Private company,No involvement,Yes,Country-side,Never,18349
5670,464111,Male,Yes,57,Yes,Average,3,0,2,Private company,Unknown,Yes,City,Never,7000
5671,461735,Male,Yes,67,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
5672,465028,Female,Yes,68,Yes,High,4,1,2,Self-employed,No involvement,No,City,Never,10783
5673,462318,Female,Yes,82,No,Average,2,0,5,Self-employed,No involvement,No,City,Never,7000
5674,463590,Male,No,18,No,Low,3,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
5675,462690,Male,Yes,38,Yes,Average,4,1,1,Private company,No involvement,No,City,Never,7000
5676,467704,Male,Yes,53,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
5677,466696,Female,Yes,48,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,9522
5678,461743,Male,Yes,62,Yes,High,2,1,4,Government,No involvement,No,City,Never,8261
5679,461263,Female,Yes,48,Yes,Low,1,0,5,Private company,Unknown,Yes,Country-side,Never,8261
5680,466681,Male,No,19,No,Low,4,0,1,Private company,Some involvement,No,City,Never,9522
5681,466388,Male,,20,No,Low,2,0,1,Private company,Some involvement,No,City,Never,7000
5682,464524,Female,Yes,27,No,Low,2,0,2,Student,No involvement,No,City,Never,8261
5683,465864,Male,Yes,32,Yes,Average,2,0,2,Private company,Strong involvement,No,City,Never,18349
5684,460777,Male,Yes,74,No,Low,1,0,8,Self-employed,No involvement,No,City,Never,7000
5685,463108,Male,Yes,59,Yes,High,2,0,3,Self-employed,No involvement,No,City,Never,15827
5686,463016,Male,Yes,58,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,8261
5687,459278,Male,Yes,65,No,High,2,0,4,Public company,No involvement,No,City,Never,7000
5688,464811,Female,Yes,43,No,Average,,1,,Private company,No involvement,Yes,Country-side,Never,7000
5689,460412,Female,No,31,No,Low,5,0,1,Private company,Some involvement,Yes,City,Never,7000
5690,462424,Female,Yes,38,No,Low,3,1,2,Private company,Unknown,No,City,Never,7000
5691,464702,Male,Yes,59,No,Average,2,1,3,Private company,Unknown,Yes,Country-side,Never,9522
5692,462357,Male,No,25,Yes,Low,3,0,1,Private company,Unknown,No,City,Never,8261
5693,467743,Male,Yes,48,No,High,4,1,2,Public company,No involvement,Yes,City,Intervention in Syria,8261
5694,467197,Male,No,27,Yes,Low,3,0,1,Private company,Some involvement,No,City,Never,8261
5695,465668,Male,No,23,No,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
5696,467418,Male,Yes,49,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
5697,462363,Male,Yes,73,No,High,2,0,4,Public company,No involvement,No,City,Never,7000
5698,462559,Female,Yes,47,Yes,Average,4,1,2,Private company,No involvement,Yes,City,Never,18349
5699,466375,Male,Yes,52,Yes,Low,4,1,2,Private company,Strong involvement,Yes,City,Never,8261
5700,462086,Male,No,41,Yes,Low,2,1,3,Government,No involvement,No,City,Never,12044
5701,462386,Female,No,26,Yes,Low,5,1,1,Private company,Some involvement,No,City,Never,8261
5702,466572,Female,No,30,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
5703,460050,Male,Yes,50,Yes,Low,2,0,3,Private company,Strong involvement,No,City,Never,10783
5704,461609,Female,Yes,45,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,13305
5705,460387,Female,No,35,No,Low,2,0,2,Private company,Strong involvement,No,City,Never,12044
5706,460808,Male,No,42,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,8261
5707,464681,Female,Yes,25,No,Average,5,0,1,Private company,No involvement,Yes,Country-side,Never,12044
5708,463851,Female,Yes,45,Yes,Average,4,1,2,Private company,Unknown,Yes,City,Never,12044
5709,462687,Male,No,29,No,Low,3,0,1,Nothing,No involvement,Yes,City,Never,20871
5710,464725,Male,Yes,45,No,High,9,0,1,Public company,No involvement,Yes,Country-side,Never,20871
5711,465917,Male,No,36,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,23393
5712,467278,Female,Yes,84,Yes,High,2,1,5,Private company,Unknown,No,City,Never,7000
5713,466297,Female,No,21,No,Low,4,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
5714,466760,Male,Yes,47,Yes,Average,4,0,2,Government,No involvement,No,City,Never,7000
5715,462982,Male,Yes,41,No,Average,4,0,2,Government,No involvement,No,City,Never,9522
5716,462095,Male,Yes,49,Yes,Average,3,0,2,Private company,Strong involvement,Yes,City,Intervention in Syria,8261
5717,460533,Female,Yes,45,No,Low,1,0,5,Private company,Unknown,No,City,Never,14566
5718,466455,Female,Yes,30,Yes,Low,2,0,2,Government,No involvement,No,City,Never,12044
5719,461247,Female,No,49,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,12044
5720,465837,Male,No,62,Yes,Low,1,0,7,,,No,City,Never,7000
5721,461372,Male,No,27,Yes,Low,1,0,3,Private company,Unknown,Yes,City,Never,10783
5722,463323,Male,Yes,31,Yes,Low,2,0,2,Private company,Some involvement,No,City,Never,9522
5723,466293,Male,Yes,79,No,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
5724,463302,Female,Yes,58,Yes,High,4,1,2,Private company,No involvement,No,City,Never,7000
5725,463947,Male,Yes,35,Yes,Average,3,1,2,Private company,Strong involvement,No,City,Never,7000
5726,463747,Female,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,7000
5727,460198,Male,No,43,Yes,Low,1,0,5,Private company,Strong involvement,No,City,Never,18349
5728,460550,Female,Yes,59,Yes,Average,4,1,2,Private company,Unknown,Yes,City,Never,7000
5729,460317,Male,No,32,No,Low,2,0,2,Government,No involvement,No,City,Never,19610
5730,464703,Male,Yes,40,No,Average,5,0,1,Government,No involvement,Yes,Country-side,Never,8261
5731,467376,Female,Yes,47,Yes,Average,2,1,3,Government,No involvement,No,City,Never,17088
5732,466141,Female,Yes,60,Yes,Low,4,1,2,Nothing,No involvement,No,City,Never,8261
5733,459595,Female,Yes,36,Yes,High,7,1,1,Private company,Unknown,No,City,Never,12044
5734,464179,Female,Yes,63,Yes,Average,3,1,3,Private company,Unknown,No,City,Never,7000
5735,464409,Female,Yes,81,Yes,Average,2,0,5,Self-employed,No involvement,No,City,Never,7000
5736,463091,Female,Yes,39,Yes,Low,1,0,4,Nothing,No involvement,No,City,Never,17088
5737,466675,Female,Yes,49,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,9522
5738,459052,Male,Yes,47,No,Low,2,0,3,Private company,Unknown,No,City,Never,7000
5739,467295,Male,No,29,No,Low,3,1,1,Private company,Some involvement,No,City,Never,7000
5740,462802,Female,Yes,39,Yes,Average,4,0,1,Private company,Unknown,Yes,Country-side,Never,7000
5741,464976,Male,Yes,75,No,Low,1,0,8,Self-employed,No involvement,Yes,Country-side,Never,8261
5742,463616,Female,Yes,48,No,Average,5,1,1,Private company,No involvement,Yes,City,Never,8261
5743,465863,Male,No,27,No,Low,3,0,1,Private company,Some involvement,No,City,Never,13305
5744,463162,Male,Yes,38,Yes,High,6,0,1,Public company,No involvement,No,City,Never,7000
5745,459339,Male,Yes,28,Yes,High,2,0,2,Private company,Some involvement,No,City,Never,17088
5746,460683,Male,Yes,59,No,Average,3,1,2,Private company,Strong involvement,Yes,City,Never,14566
5747,463638,Female,Yes,29,No,Average,2,1,2,Government,No involvement,Yes,City,Intervention in Iraq,7000
5748,461749,Female,No,22,No,Low,5,0,1,Private company,Some involvement,No,City,Never,7000
5749,463478,Male,Yes,50,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
5750,465090,Male,Yes,57,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
5751,467693,Male,Yes,61,Yes,High,5,1,2,Private company,Strong involvement,No,City,Never,15827
5752,460966,Female,Yes,58,Yes,Average,4,1,2,Private company,No involvement,No,City,Never,8261
5753,467870,Male,No,27,Yes,Low,5,1,1,Private company,Strong involvement,No,City,Never,7000
5754,464887,Male,Yes,49,Yes,Average,8,1,1,Private company,Unknown,Yes,Country-side,Never,8261
5755,465082,Male,Yes,67,Yes,Low,1,0,7,Self-employed,No involvement,Yes,City,Never,7000
5756,464729,Male,No,36,No,Low,4,0,1,Student,No involvement,Yes,Country-side,Never,7000
5757,463661,Female,Yes,51,Yes,Average,4,1,2,Government,No involvement,No,City,Never,8261
5758,461902,Female,Yes,52,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,7000
5759,459654,Male,Yes,51,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,13305
5760,461337,Male,Yes,50,Yes,High,3,1,2,Public company,No involvement,No,City,Never,8261
5761,461411,Male,No,29,No,Low,,0,,Private company,Some involvement,No,City,Never,8261
5762,461056,Female,Yes,57,Yes,High,3,1,2,Private company,Unknown,Yes,City,Never,7000
5763,461275,Male,Yes,66,Yes,High,2,1,4,Student,No involvement,No,City,Never,8261
5764,467831,Male,Yes,39,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,7000
5765,459369,Male,Yes,35,No,Average,7,0,1,Private company,No involvement,Yes,Country-side,Never,7000
5766,459473,Male,Yes,78,No,High,2,0,4,Self-employed,No involvement,No,City,Never,7000
5767,459748,Male,Yes,46,No,High,2,1,3,Public company,No involvement,No,City,Never,7000
5768,465806,Female,No,26,Yes,Low,2,0,2,Student,No involvement,Yes,City,Never,7000
5769,459848,Male,Yes,46,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
5770,467623,Male,Yes,76,Yes,High,2,0,4,,,No,City,Never,8261
5771,464563,Male,Yes,42,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
5772,462981,Female,No,26,No,Low,1,0,3,Nothing,No involvement,No,City,Never,17088
5773,466445,Female,,21,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
5774,459883,Male,No,63,Yes,Low,1,1,7,Private company,Unknown,Yes,City,Never,7000
5775,460104,Male,No,53,Yes,Low,3,0,2,Private company,Strong involvement,Yes,Country-side,Never,8261
5776,465220,Male,Yes,61,No,High,2,1,4,Public company,No involvement,Yes,City,Intervention in Syria,7000
5777,466763,Male,Yes,55,Yes,Low,4,1,2,Nothing,No involvement,No,City,Never,7000
5778,460876,Female,Yes,43,Yes,High,4,1,2,Private company,Unknown,Yes,City,Never,8261
5779,467207,Female,No,27,Yes,Low,1,1,3,Private company,Unknown,No,City,Never,17088
5780,459032,Male,No,21,No,Low,3,0,1,Government,No involvement,No,City,Never,7000
5781,461195,Male,No,18,No,Low,2,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
5782,460342,Female,No,29,Yes,Low,1,0,3,Private company,No involvement,No,City,Never,19610
5783,463613,Female,Yes,48,Yes,Average,6,0,1,Private company,Unknown,No,City,Never,7000
5784,461758,Male,No,33,Yes,Low,,0,,Private company,Some involvement,Yes,City,Never,17088
5785,460718,Male,Yes,55,No,Low,,0,,Public company,No involvement,Yes,Country-side,Never,10783
5786,460219,Female,Yes,51,Yes,Average,2,0,3,Private company,Strong involvement,No,City,Never,17088
5787,460220,Female,No,37,Yes,Low,2,0,2,Private company,Strong involvement,Yes,City,Never,8261
5788,460957,Male,Yes,48,Yes,Low,,1,,Private company,Strong involvement,Yes,Country-side,Never,8261
5789,466609,Female,Yes,47,Yes,Average,5,1,1,Private company,Unknown,No,City,Never,7000
5790,463282,Male,No,38,Yes,Low,1,1,4,Private company,Unknown,Yes,City,Never,8261
5791,462867,Male,Yes,28,No,Low,2,0,2,Private company,Unknown,No,City,Never,8261
5792,459462,Male,Yes,66,Yes,High,2,1,4,Private company,Unknown,No,City,Never,7000
5793,465967,Male,Yes,36,No,Low,3,0,2,Government,No involvement,No,City,Never,14566
5794,467326,Female,No,47,Yes,Low,1,1,5,Private company,Unknown,Yes,City,Intervention in Syria,7000
5795,459227,Female,Yes,31,No,Low,4,0,1,Private company,No involvement,No,City,Never,18349
5796,459148,Female,No,20,No,Low,3,0,1,Private company,Some involvement,Yes,Country-side,Never,9522
5797,459529,Female,Yes,89,No,High,2,0,5,Self-employed,No involvement,No,City,Never,8261
5798,463426,Male,Yes,38,No,High,5,0,1,Public company,No involvement,No,City,Never,7000
5799,462175,Female,No,36,Yes,Low,1,0,4,Nothing,No involvement,Yes,City,Never,18349
5800,466990,Male,Yes,39,Yes,Average,2,1,2,Private company,Strong involvement,No,City,Never,18349
5801,462760,Male,No,22,No,Low,5,0,1,Private company,Some involvement,,,,8261
5802,459309,Female,Yes,41,Yes,High,2,1,3,Private company,Unknown,Yes,City,Never,18349
5803,467420,Male,Yes,52,Yes,High,4,1,2,Public company,No involvement,No,City,Never,8261
5804,460209,Female,Yes,26,Yes,Low,7,0,1,Private company,Strong involvement,No,City,Never,13305
5805,462709,Female,No,32,No,Low,3,1,2,Government,No involvement,No,City,Never,7000
5806,467352,Male,Yes,51,Yes,High,4,1,2,Public company,No involvement,No,City,Never,8261
5807,460077,Female,No,32,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,7000
5808,459894,Female,Yes,35,Yes,Low,3,1,2,Private company,Some involvement,No,City,Never,8261
5809,464467,Female,No,43,Yes,Low,2,0,3,Private company,Some involvement,Yes,Country-side,Never,8261
5810,465848,Female,No,28,Yes,Low,1,0,3,Private company,Some involvement,Yes,City,Intervention in Iraq,7000
5811,463786,Female,Yes,37,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,7000
5812,463380,Female,Yes,69,Yes,Low,1,0,7,Private company,No involvement,Yes,City,Never,8261
5813,465390,Female,No,27,Yes,Low,3,0,1,Student,No involvement,No,City,Never,10783
5814,466487,Female,No,27,Yes,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
5815,463868,Male,Yes,51,No,Average,7,1,1,Private company,No involvement,Yes,Country-side,Never,8261
5816,462779,Female,Yes,61,No,Average,,0,,Student,No involvement,No,City,Never,7000
5817,462327,Male,Yes,27,Yes,Low,4,0,1,Private company,Strong involvement,Yes,City,Intervention in Iraq,7000
5818,466389,Female,Yes,47,Yes,Average,2,0,3,Private company,No involvement,No,City,Never,7000
5819,462655,Male,No,38,Yes,Low,2,0,2,Private company,Strong involvement,Yes,Country-side,Never,7000
5820,464489,Male,Yes,45,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,7000
5821,466935,Male,Yes,55,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Intervention in Syria,18349
5822,462758,Male,No,18,No,Low,3,0,1,Private company,Some involvement,No,City,Never,7000
5823,462526,Female,Yes,46,Yes,Average,5,1,1,Private company,Unknown,No,City,Never,10783
5824,466740,Female,Yes,47,No,Low,1,0,5,Private company,No involvement,Yes,City,Never,17088
5825,459420,Female,Yes,70,Yes,Low,2,1,4,Self-employed,No involvement,No,City,Never,7000
5826,459512,Male,Yes,65,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
5827,459358,Female,No,56,Yes,Low,2,0,3,Self-employed,No involvement,No,City,Never,7000
5828,461287,Male,Yes,42,Yes,High,5,1,1,Public company,No involvement,No,City,Never,8261
5829,465690,Female,Yes,49,No,Average,2,1,3,Private company,Some involvement,Yes,Country-side,Never,7000
5830,459753,Male,Yes,40,Yes,Average,2,0,2,Student,No involvement,Yes,City,Never,7000
5831,466635,Male,Yes,53,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,12044
5832,465969,Female,No,28,Yes,Low,2,0,2,Government,No involvement,Yes,City,Intervention in Iraq,22132
5833,461730,Male,Yes,46,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,8261
5834,459049,Male,Yes,49,Yes,High,4,1,2,Public company,No involvement,Yes,City,Never,9522
5835,464226,Female,Yes,62,Yes,Average,3,1,3,Private company,Unknown,No,City,Never,9522
5836,466123,Male,Yes,70,Yes,Low,1,0,7,Private company,Strong involvement,No,City,Never,7000
5837,459333,Male,No,29,Yes,Low,2,0,2,Private company,Some involvement,No,City,Never,8261
5838,467116,Male,Yes,73,Yes,High,2,1,4,Public company,No involvement,No,City,Never,8261
5839,464962,Male,Yes,53,Yes,High,4,1,2,Public company,No involvement,Yes,Country-side,Never,8261
5840,459676,Female,No,28,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,7000
5841,462846,Female,No,20,No,Low,2,0,1,Student,No involvement,No,City,Never,15827
5842,459826,Female,No,31,No,Low,1,1,4,,,Yes,City,Intervention in Iraq,7000
5843,460417,Female,Yes,51,Yes,Low,1,0,6,Student,No involvement,No,City,Never,18349
5844,463485,Female,No,25,No,Low,3,0,1,Private company,No involvement,No,City,Never,7000
5845,464253,Female,Yes,49,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
5846,466922,Female,No,22,No,Low,,0,,Private company,Some involvement,No,City,Never,7000
5847,466385,Female,Yes,55,Yes,Average,4,1,2,Private company,Unknown,Yes,City,Intervention in Iraq,12044
5848,465869,Male,No,42,Yes,Low,1,0,5,Government,No involvement,No,City,Never,8261
5849,461002,Male,No,42,No,Low,3,0,2,Private company,Strong involvement,Yes,City,Never,7000
5850,464497,Female,No,39,No,Low,3,0,2,Private company,No involvement,Yes,City,Never,7000
5851,463549,Male,No,23,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
5852,461117,Female,No,30,Yes,Low,6,0,1,Private company,Some involvement,Yes,City,Never,7000
5853,460239,Male,Yes,42,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,13305
5854,463048,Female,Yes,47,Yes,High,5,0,1,Nothing,No involvement,No,City,Never,7000
5855,461011,Male,Yes,55,No,High,4,1,2,Public company,No involvement,Yes,City,Never,8261
5856,461444,Female,Yes,68,Yes,High,2,1,4,Private company,Unknown,No,City,Never,8261
5857,459477,Female,No,36,No,Low,2,0,2,Private company,No involvement,No,City,Never,7000
5858,461539,Male,Yes,42,No,Average,2,0,3,Private company,Strong involvement,Yes,City,Never,14566
5859,460184,Male,No,27,No,Low,4,0,1,Government,No involvement,No,City,Never,18349
